,prev_line,current_line
6510,‪知るかよ！‬,‪じゃあ お前には‬ ‪スゲえ能力があんのかよ？‬
6511,‪じゃあ お前には‬ ‪スゲえ能力があんのかよ？‬,‪俺は…‬
6512,‪俺は…‬,‪お前や千切や國神みたいな‬ ‪特別な武器は持ってない‬
6513,‪お前や千切や國神みたいな‬ ‪特別な武器は持ってない‬,‪だから この試合‬ ‪勝つことに執着する！‬
6514,‪だから この試合‬ ‪勝つことに執着する！‬,‪くっ… 切り返し うめえ！‬
6515,‪くっ… 切り返し うめえ！‬,‪千切の速さや‬ ‪國神のフィジカルはないけど‬
6516,‪千切の速さや‬ ‪國神のフィジカルはないけど‬,‪並の力じゃ‬ ‪こいつは止められない！‬
6517,‪並の力じゃ‬ ‪こいつは止められない！‬,‪俺は勝つことで‬
6518,‪俺は勝つことで‬,‪潔 世一‬ ‪お前を否定してやる！‬
6519,‪潔 世一‬ ‪お前を否定してやる！‬,‪いくぞ 玲王！‬
6520,‪いくぞ 玲王！‬,‪クソが…‬
6521,‪クソが…‬,‪ヤバいぞ 崩された‬
6522,‪ヤバいぞ 崩された‬,‪このチームにおいて玲王は‬ ‪間違いなく中核！‬
6523,‪このチームにおいて玲王は‬ ‪間違いなく中核！‬,‪右の千切 左の國神の‬ ‪特性を生かしつつ‬
6524,‪右の千切 左の國神の‬ ‪特性を生かしつつ‬,‪攻守のバランスを担う‬ ‪ユーティリティプレイヤー‬
6525,‪攻守のバランスを担う‬ ‪ユーティリティプレイヤー‬,‪千切と國神が‬ ‪能力特化型の選手だとしたら‬
6526,‪千切と國神が‬ ‪能力特化型の選手だとしたら‬,玲王は 全ての パラメータが超優秀
6527,玲王は 全ての パラメータが超優秀,‪穴のない この万能スタイルが‬ ‪こいつの本質‬
6528,‪穴のない この万能スタイルが‬ ‪こいつの本質‬,‪千切！‬
6529,‪千切！‬,‪もう抜かせない‬
6530,‪もう抜かせない‬,‪来いよ 赤いの‬
6531,‪来いよ 赤いの‬,‪おいおい おたくの自己中キングと‬ ‪一緒にすんなよ‬
6532,‪おいおい おたくの自己中キングと‬ ‪一緒にすんなよ‬,‪え？‬
6533,‪え？‬,‪‬ ‪ぶち抜くばっかが能じゃねえ！‬
6534,‪‬ ‪ぶち抜くばっかが能じゃねえ！‬,‪センタリング！‬
6535,‪センタリング！‬,‪止める！　玲王の前に俺が…‬
6536,‪止める！　玲王の前に俺が…‬,‪どけ！‬ ‪うわっ…‬
6537,‪どけ！‬ ‪うわっ…‬,‪うらあ！‬
6538,‪うらあ！‬,‪‬
6539,‪‬,‪しゃあ！‬
6540,‪しゃあ！‬,‪完璧にバランスの取れた‬ ‪トライ･セッション‬
6541,‪完璧にバランスの取れた‬ ‪トライ･セッション‬,‪こいつら めちゃくちゃ強え！‬
6542,‪こいつら めちゃくちゃ強え！‬,‪これ以上 馬狼にこだわっても…‬
6543,‪これ以上 馬狼にこだわっても…‬,‪だったら 凪と２人で勝つ方法を‬ ‪考えるべきか‬
6544,‪だったら 凪と２人で勝つ方法を‬ ‪考えるべきか‬,‪いや ダメだ　俺と凪で‬ ‪勝ちきるイメージが湧かない‬
6545,‪いや ダメだ　俺と凪で‬ ‪勝ちきるイメージが湧かない‬,‪１～２点取って負けるのがオチだ‬
6546,‪１～２点取って負けるのがオチだ‬,‪思考しろ‬ ‪ここから逆転して勝つには…‬
6547,‪思考しろ‬ ‪ここから逆転して勝つには…‬,‪お前は 適応能力の天才だ‬
6548,‪お前は 適応能力の天才だ‬,‪適応ってのは‬
6549,‪適応ってのは‬,‪ああやって相手に合わせて‬ ‪強くなるってことなのかな‬
6550,‪ああやって相手に合わせて‬ ‪強くなるってことなのかな‬,‪そうか… 生かすんじゃない‬
6551,‪そうか… 生かすんじゃない‬,‪食うんだ… 馬狼を！‬
6552,‪食うんだ… 馬狼を！‬,‪俺は間違っていた‬
6553,‪俺は間違っていた‬,‪馬狼に合わせるプレーをすれば‬ ‪応えてくれると思ってた‬
6554,‪馬狼に合わせるプレーをすれば‬ ‪応えてくれると思ってた‬,‪でも それは…‬
6555,‪でも それは…‬,‪俺を支配できると思うな‬
6556,‪俺を支配できると思うな‬,‪相手が変わるのを期待した‬ ‪他人への支配だ‬
6557,‪相手が変わるのを期待した‬ ‪他人への支配だ‬,‪そんなのは 適応じゃない‬
6558,‪そんなのは 適応じゃない‬,‪俺は誰かに合わせるために‬ ‪サッカーをしてるんじゃない‬
6559,‪俺は誰かに合わせるために‬ ‪サッカーをしてるんじゃない‬,‪勝つために ここにいる‬
6560,‪勝つために ここにいる‬,‪お前が‬ ‪変わることを恐れないからだ‬
6561,‪お前が‬ ‪変わることを恐れないからだ‬,‪‬ ‪勝つために 力の使い方を変えろ‬
6562,‪‬ ‪勝つために 力の使い方を変えろ‬,‪馬狼に期待するな‬ ‪引き出して生かすんじゃなく…‬
6563,‪馬狼に期待するな‬ ‪引き出して生かすんじゃなく…‬,‪馬狼のプレーを食うことで‬ ‪俺が このフィールドを支配する！‬
6564,‪馬狼のプレーを食うことで‬ ‪俺が このフィールドを支配する！‬,‪凪 俺ら２人で勝ちにいくぞ‬
6565,‪凪 俺ら２人で勝ちにいくぞ‬,‪おっ… やっと その気になった？‬
6566,‪おっ… やっと その気になった？‬,‪ちゃんと俺を見てろ‬
6567,‪ちゃんと俺を見てろ‬,‪イエッサー‬
6568,‪イエッサー‬,‪‬
6569,‪‬,‪スコアは１対３‬ ‪次の１点は絶対渡せない‬
6570,‪スコアは１対３‬ ‪次の１点は絶対渡せない‬,‪やっぱり ここまでの状況を見て‬ ‪相手は凪の動きを警戒してる‬
6571,‪やっぱり ここまでの状況を見て‬ ‪相手は凪の動きを警戒してる‬,‪玲王は‬ ‪凪へのパスを出させないように‬
6572,‪玲王は‬ ‪凪へのパスを出させないように‬,‪俺とマッチアップ‬
6573,‪俺とマッチアップ‬,‪もし 出されたとしても‬
6574,‪もし 出されたとしても‬,‪いつでも数的有利を作れるような‬ ‪位置取りのディフェンス‬
6575,‪いつでも数的有利を作れるような‬ ‪位置取りのディフェンス‬,‪國神の馬狼への寄せは‬ ‪明らかに軽い‬
6576,‪國神の馬狼への寄せは‬ ‪明らかに軽い‬,‪逆に言えば あのぐらいでも‬ ‪封じられると見切られている‬
6577,‪逆に言えば あのぐらいでも‬ ‪封じられると見切られている‬,‪この試合‬ ‪馬狼は もう使い物にならない‬
6578,‪この試合‬ ‪馬狼は もう使い物にならない‬,‪それが今‬ ‪このフィールドの共通認識‬
6579,‪それが今‬ ‪このフィールドの共通認識‬,‪そして実際 凪へのルートは‬
6580,‪そして実際 凪へのルートは‬,‪さっまでより格段に狭く‬ ‪少なくなってる‬
6581,‪さっまでより格段に狭く‬ ‪少なくなってる‬,‪だったら 俺は‬
6582,‪だったら 俺は‬,‪馬狼を選ぶ！‬
6583,‪馬狼を選ぶ！‬,‪パスじゃなく ドリブル！‬ ‪潔？‬
6584,‪パスじゃなく ドリブル！‬ ‪潔？‬,‪いい判断だ 下手クソ‬
6585,‪いい判断だ 下手クソ‬,‪さあ 動けよ キング‬
6586,‪さあ 動けよ キング‬,‪俺からのパスを欲しがれ！‬
6587,‪俺からのパスを欲しがれ！‬,‪クソッ 行かせるか！‬
6588,‪クソッ 行かせるか！‬,‪そうだ 國神‬ ‪馬狼の突進に引っ張り出されろ‬
6589,‪そうだ 國神‬ ‪馬狼の突進に引っ張り出されろ‬,‪俺の狙いは その奥の天才だからな‬
6590,‪俺の狙いは その奥の天才だからな‬,‪受け取れ 凪！‬
6591,‪受け取れ 凪！‬,‪なっ…‬ ‪マジか！‬
6592,‪なっ…‬ ‪マジか！‬,やられた！　こいつ…
6593,やられた！　こいつ…,‪馬狼へパスを出すための‬ ‪ドリブルと見せかけて‬
6594,‪馬狼へパスを出すための‬ ‪ドリブルと見せかけて‬,‪実際は凪への警戒を散らし‬
6595,‪実際は凪への警戒を散らし‬,‪パスコースを作り出すための‬ ‪モーション‬
6596,‪パスコースを作り出すための‬ ‪モーション‬,‪いいね 潔‬
6597,‪いいね 潔‬,‪させるかよ！‬
6598,‪させるかよ！‬,‪飛び込むな！　凪は‬ ‪ワントラップで かわしにくる！‬
6599,‪飛び込むな！　凪は‬ ‪ワントラップで かわしにくる！‬,‪あっ…‬
6600,‪あっ…‬,‪クソ… 誘ったと思ったのに‬
6601,‪クソ… 誘ったと思ったのに‬,‪あっぶね‬ ‪とんだハニートラップだな‬
6602,‪あっぶね‬ ‪とんだハニートラップだな‬,‪よく止めた お嬢！‬ ‪挟んで潰すぞ！‬
6603,‪よく止めた お嬢！‬ ‪挟んで潰すぞ！‬,‪止まったお前は無力だろ‬
6604,‪止まったお前は無力だろ‬,‪出せ おら！‬
6605,‪出せ おら！‬,‪こっちだ クサオ！‬
6606,‪こっちだ クサオ！‬,‪馬狼…‬
6607,‪馬狼…‬,‪だから 行かすかっつの！‬
6608,‪だから 行かすかっつの！‬,‪ナイス 國神！‬ ‪凪は俺と千切で なんとかする！‬
6609,‪ナイス 國神！‬ ‪凪は俺と千切で なんとかする！‬,‪あ… そこにいる‬
6610,‪あ… そこにいる‬,‪全員が俺のプレーに集中する‬
6611,‪全員が俺のプレーに集中する‬,‪その俺からしか見えない空間‬
6612,‪その俺からしか見えない空間‬,‪死角の闇を切り裂く この一瞬を‬ ‪お前は待っていた‬
6613,‪死角の闇を切り裂く この一瞬を‬ ‪お前は待っていた‬,‪ちゃんと見てたよ‬
6614,‪ちゃんと見てたよ‬,‪なっ…‬
6615,‪なっ…‬,‪マジかよ 最初から全部…‬
6616,‪マジかよ 最初から全部…‬,‪潔自身が‬ ‪ゴール前に抜け出すための…‬
6617,‪潔自身が‬ ‪ゴール前に抜け出すための…‬,‪こいつは… エサ！‬
6618,‪こいつは… エサ！‬,‪‬ ‪どれだけ誰かの心をノックしても‬
6619,‪‬ ‪どれだけ誰かの心をノックしても‬,‪人は 人を変えることはできない‬
6620,‪人は 人を変えることはできない‬,‪だから いつだって‬ ‪自分が変わるしかない‬
6621,‪だから いつだって‬ ‪自分が変わるしかない‬,‪思いどおりにいかない世界を‬ ‪変える方法は‬
6622,‪思いどおりにいかない世界を‬ ‪変える方法は‬,‪きっと それ以外に存在しない‬
6623,‪きっと それ以外に存在しない‬,‪ゴールへの光が見えないのなら‬ ‪自分が その光になればいい‬
